	time	Browsers	Page	Category	l_jp_sid	l_jp_cid	g_auth	g_page_restric	l_grp_auth	l_jp_grp_id	Platform	Device	Web browser	Operating system	c9	c7	pageview	cookie	sso
34	10010250.0	192.38.133.210#35092A55	jplive.aarhus.sec	aarhus	1184.0	0.0	no	open	no	192.38.133.215	Mobile	Android Device	Firefox	Android	http://jyllands-posten.dk/?device=mobil	http://jyllands-posten.dk/aarhus/	1,0	b60c5b85-067f-4ea6-87f3-74adf8635581	NOTSET
35	10010424.0	cc4f2241-9502-4902-7036-145775826200	jplive.livsstil.familiesundhed.art.9476373	livsstil	2906.0	9476373.0	no	open	no	188.183.226.178	Tablet	iPad	Safari	iOS		http://jyllands-posten.dk/livsstil/familiesundhed/ECE9476373/veganerforaeldre-vil-have-kostraad-fra-myndigheder/	1,0	66411a82-8dbb-4e7c-abf8-923c83813d81	NOTSET
36	10011767.0	192.38.133.210#35092A55	jplive.aarhus.sec	aarhus	1184.0	0.0	no	open	no	192.38.133.215	Mobile	Android Device	Firefox	Android	http://jyllands-posten.dk/?device=mobil	http://jyllands-posten.dk/aarhus/	1,0	b60c5b85-067f-4ea6-87f3-74adf8635581	NOTSET
37	10012192.0	70.95.175.121#0D5AD512	jplive.debat.tegning.art.9475918	debat	1769.0	9475918.0	no	open	no	70.95.175.126	Tablet	iPad	Safari	iOS	http://jyllands-posten.dk/	http://jyllands-posten.dk/debat/tegning/ECE9475918/dagens-tegning/	1,0	851b2493-3208-42ef-8fd8-ca23a7376d01	NOTSET
38	1001247.0	14bb68d2-3065-0290-7414-324846360000	jplive.forside.sec	other	1072.0	0.0	no	open	no	212.112.152.170	Mobile	iPhone	Safari	iOS		http://jyllands-posten.dk/	1,0	6e6cc139-636a-4c2f-aa01-080b5660cb4b	NOTSET
39	10013179.0	192.38.133.210#35092A55	jplive.aarhus.sec	aarhus	1184.0	0.0	no	open	no	192.38.133.215	Mobile	Android Device	Firefox	Android	http://jyllands-posten.dk/?device=mobil	http://jyllands-posten.dk/aarhus/	1,0	b60c5b85-067f-4ea6-87f3-74adf8635581	NOTSET
40	1001358.0	86.52.10.10#138C7059	jplive.forside.sec	other	1072.0	0.0	no	open	no	NOTSET	Mobile	iPhone	Safari	iOS		http://jyllands-posten.dk/?device=mobil	1,0	2b799b52-36e2-45a8-a2a6-3d052cf16bf6	NOTSET
41	10014345.0	85.3.63.42#138C7059	jplive.forside.sec	other	1072.0	0.0	no	open	no	85.3.63.43	Mobile	iPhone	Safari	iOS		http://jyllands-posten.dk/	1,0	1b9a743f-4639-4e0a-a996-936ba851e55f	NOTSET
42	1001451.0	79dec051-9502-1503-7082-145779930200	jplive.forside.sec	other	1072.0	0.0	no	open	no	87.49.146.240	Mobile	Android Mobile	Chrome	Android		http://jyllands-posten.dk/?device=mobil	1,0	b1e4cba7-dbe6-4767-b058-c0ae9e36b8de	NOTSET
43	10014976.0	c40959a1-9502-1502-4701-381469472834	jplive.forside.sec	other	1072.0	0.0	no	open	no	80.197.159.86	Tablet	iPad	Safari	iOS		http://jyllands-posten.dk/	1,0	73a7e33d-f094-4f93-a856-c8b7e9ee8f50	NOTSET
44	10015165.0	d9a4a380-0710-8201-4214-420714070000	jplive.sport.fodbold.em.sec	sport	3187.0	0.0	no	open	no	187.147.31.153	Tablet	Android Tablet	Chrome	Android	http://jyllands-posten.dk/sport/fodbold/	http://jyllands-posten.dk/sport/fodbold/EM/	1,0	f19d5067-f09d-4767-af06-74820c262910	NOTSET
45	1001531.0	f4c7ba19-5024-9050-0711-488981294000	jplive.forside.sec	other	1072.0	0.0	no	open	no	83.60.215.192	Tablet	iPad	Safari	iOS		http://jyllands-posten.dk/	1,0	a983f11d-c09d-44e0-90e2-b404545cc4ab	NOTSET
46	10015363.0	192.38.133.210#35092A55	jplive.aarhus.sec	aarhus	1184.0	0.0	no	open	no	192.38.133.215	Mobile	Android Device	Firefox	Android	http://jyllands-posten.dk/?device=mobil	http://jyllands-posten.dk/aarhus/	1,0	b60c5b85-067f-4ea6-87f3-74adf8635581	NOTSET
47	10016583.0	212.10.158.161#79441FB5	jplive.politik.art.9476408	politik	1164.0	9476408.0	no	open	no	212.10.158.166	Mobile	iPhone	Safari	iOS	http://jyllands-posten.dk/?device=mobil	http://jyllands-posten.dk/politik/ECE9476408/lunde-staar-fast-erklaering-er-bedste-vaaben-mod-kvotekonger/	1,0	3a450910-d31d-43f7-9265-9cd9e5a7e34a	NOTSET
48	10016701.0	192.38.133.210#35092A55	jplive.aarhus.sec	aarhus	1184.0	0.0	no	open	no	192.38.133.215	Mobile	Android Device	Firefox	Android	http://jyllands-posten.dk/?device=mobil	http://jyllands-posten.dk/aarhus/	1,0	b60c5b85-067f-4ea6-87f3-74adf8635581	NOTSET
49	10016796.0	110.78.157.57#0D5AD512	jplive.livsstil.digitalt.lyd.art.9464947	livsstil	1849.0	9464947.0	no	open	no	110.78.157.56	Tablet	iPad	Safari	iOS	http://jyllands-posten.dk/livsstil/	http://jyllands-posten.dk/livsstil/digitalt/lyd/ECE9464947/7-stoejreducerende-hoerepropper-stille-og-diskret-paa-rejsen/	1,0	61894d92-0ceb-4e5b-b1aa-159e54729271	6716890f-125f-4528-9d52-75ede8f22883
50	10017336.0	b1629349-5020-9020-1084-149056639900	jplive.indland.art.9476980	indland	1073.0	9476980.0	no	open	no	109.56.233.193	Mobile	Android Mobile	Chrome	Android	http://jyllands-posten.dk/?device=mobil	http://jyllands-posten.dk/indland/ECE9476980/bil-med-fem-unge-rullede-rundt-i-nordjysk-skov/	1,0	c094c185-2cb4-4797-8c3c-605a261895f5	NOTSET
51	10017605.0	223.207.102.121#62E800C8	jplive.forside.sec	other	1072.0	0.0	no	open	no	NOTSET	Mobile	Android Mobile	Chrome	Android	http://jyllands-posten.dk/?device=mobil	http://jyllands-posten.dk/?device=mobil	1,0	dfe2c0f3-3499-4975-bdc7-81e46531fb62	NOTSET
52	10018583.0	192.38.133.210#35092A55	jplive.aarhus.sec	aarhus	1184.0	0.0	no	open	no	192.38.133.215	Mobile	Android Device	Firefox	Android	http://jyllands-posten.dk/?device=mobil	http://jyllands-posten.dk/aarhus/	1,0	b60c5b85-067f-4ea6-87f3-74adf8635581	NOTSET
53	10018720.0	64dd1394-8002-3901-7801-741469730457	jplive.kultur.sec	kultur	1201.0	0.0	no	open	no	62.44.134.93	Mobile	Android Mobile	Chrome	Android	http://jyllands-posten.dk/seneste/	http://jyllands-posten.dk/kultur/	1,0	8258a0b5-e691-48c2-93e7-f33f574b2fbd	NOTSET
54	10018737.0	de102b91-9502-4902-0901-411474802943	premium.indblik.indland.art.9474982	indblik	2555.0	9474982.0	yes	restricted	no	NOTSET	Computer	Windows Desktop	Edge	Windows	http://jyllands-posten.dk/	https://jyllands-posten.dk/protected/premium/indblik/Indland/ECE9474982/demokrati-er-den-mindst-ringe-styreform/	1,0	d7c69e69-624e-420b-89e2-90255d87d930	4879dc2f-4fba-4dd5-9a49-f9c48b863664
55	10018908.0	62.61.142.26#0D5AD512	jplive.forside.sec	other	1072.0	0.0	no	open	no	62.61.142.27	Tablet	iPad	Safari	iOS		http://jyllands-posten.dk/	1,0	d2fb3053-a4e1-4a02-8e15-04c2a7e4a065	NOTSET
56	10019343.0	83.93.34.33#55FEB732	jplive.forside.sec	other	1072.0	0.0	no	open	no	83.93.34.32	Mobile	Android Mobile	Chrome	Android		http://jyllands-posten.dk/?device=mobil	1,0	7b0ed5d4-fccc-406c-9f7a-129fabaa8a07	NOTSET
57	10019360.0	223.207.102.121#62E800C8	jplive.forside.sec	other	1072.0	0.0	no	open	no	64.233.173.158	Mobile	Android Mobile	Chrome	Android	http://jyllands-posten.dk/?device=mobil	http://jyllands-posten.dk/?device=mobil	1,0	dfe2c0f3-3499-4975-bdc7-81e46531fb62	NOTSET
58	10019509.0	64dd1394-8002-3901-7801-741469730457	jplive.kultur.sec	kultur	1201.0	0.0	no	open	no	62.44.134.93	Mobile	Android Mobile	Chrome	Android	http://jyllands-posten.dk/kultur/	http://jyllands-posten.dk/kultur/	1,0	8258a0b5-e691-48c2-93e7-f33f574b2fbd	NOTSET
59	10019822.0	192.38.133.210#35092A55	jplive.aarhus.sec	aarhus	1184.0	0.0	no	open	no	192.38.133.215	Mobile	Android Device	Firefox	Android	http://jyllands-posten.dk/?device=mobil	http://jyllands-posten.dk/aarhus/	1,0	b60c5b85-067f-4ea6-87f3-74adf8635581	NOTSET
60	1002025.0	30332f7e-8502-1801-8101-911471634442	jplive.sport.fodbold.intfodbold.art.9476846	sport	1224.0	9476846.0	no	open	no	217.63.97.69	Mobile	iPhone	Safari	iOS	http://jyllands-posten.dk/	http://jyllands-posten.dk/sport/fodbold/intfodbold/bundesliga/ECE9476846/thomas-delaney-scorede-hattrick-i-endnu-en-bremensejr/	1,0	43be5b23-582e-410f-8ad2-528629764610	NOTSET
61	1002048.0	2d421a3d-1950-2490-5006-149015866900	jplive.forside.sec	other	1072.0	0.0	no	open	no	93.167.139.226	Computer	Windows Desktop	Edge	Windows		http://jyllands-posten.dk/	1,0	d6b8a07b-37f0-4544-bade-21b6d0dae5ac	NOTSET
62	10020490.0	355ff242-3065-0290-3114-696908500000	premium.forside.sec	other	1737.0	0.0	yes	open	no	199.77.132.9	Computer	Windows Desktop	Chrome	Windows	http://jyllands-posten.dk/	http://jyllands-posten.dk/premium/	1,0	6a46a50e-2c22-479a-b21b-13b96fb20019	b573bdaf-12d9-4c14-91a4-57e87efeeb5d
63	10020539.0	2216fe08-2306-5029-0351-417726633000	jplive.international.mideast.art.9476551	international	1182.0	9476551.0	no	open	no	80.71.142.29	Mobile	Windows Mobile	IE	Windows Phone	http://jyllands-posten.dk/?device=mobil	http://jyllands-posten.dk/international/mideast/ECE9476551/islamisk-stats-nummer-to-meldes-draebt-i-irak/	1,0	9074a476-b94d-4066-b27b-4ed73ba7292a	NOTSET
64	10020968.0	78f45409-2306-5029-0351-356075245000	jplive.forside.sec	other	1072.0	0.0	no	open	yes	193.47.71.253	Computer	Windows Desktop	Firefox	Windows		http://jyllands-posten.dk/	1,0	c28ddd6f-9b23-4059-a0b9-83b1f20b996a	NOTSET
65	1002097.0	1911d0d9-5020-9020-1085-148561904800	jplive.sport.sec	sport	1221.0	0.0	no	open	no	93.166.242.136	Mobile	Android Mobile	Chrome	Android	http://jyllands-posten.dk/sport/	http://jyllands-posten.dk/sport/	1,0	36267ef8-8bbe-447a-bde0-daf3a9bfec35	NOTSET
66	10021265.0	192.38.133.210#35092A55	jplive.aarhus.sec	aarhus	1184.0	0.0	no	open	no	192.38.133.215	Mobile	Android Device	Firefox	Android	http://jyllands-posten.dk/?device=mobil	http://jyllands-posten.dk/aarhus/	1,0	b60c5b85-067f-4ea6-87f3-74adf8635581	NOTSET
67	10022382.0	6d7f3f68-1950-2490-5001-314827476390	jplive.indland.art.9476980	indland	1073.0	9476980.0	no	open	no	80.167.204.170	Mobile	Android Mobile	Chrome	Android	http://jyllands-posten.dk/	http://jyllands-posten.dk/indland/ECE9476980/bil-med-fem-unge-rullede-rundt-i-nordjysk-skov/	1,0	c5871009-cd0b-4fe4-8d04-aadb2c9ba87b	NOTSET
68	10022477.0	5.186.125.105#4B7C9555	jplive.sport.resultater.sec	sport	1329.0	0.0	no	open	no	5.186.116.101	Tablet	iPad	Safari	iOS		http://jyllands-posten.dk/sport/resultater/	1,0	4b251444-4cd5-47f4-a657-1058d286f31f	NOTSET
69	10022532.0	19e90bdb-9502-0902-0108-414447551650	jplive.debat.breve.art.9473850	debat	1773.0	9473850.0	no	open	no	94.191.188.35	Mobile	iPhone	Facebook for iPhone	iOS	http://m.facebook.com	http://jyllands-posten.dk/debat/breve/ECE9473850/mor-i-vaccinationsboen-bertram-var-doed-i-115-minutter-de-laengste-115-minutter-i-vores-liv/	1,0	5de35d47-53a7-4b2f-91a5-2fe336b156a5	NOTSET
70	10022548.0	659d1319-5020-9020-1070-148425027600	jplive.sport.andensport.atletik.art.9473476	sport	1311.0	9473476.0	no	open	no	NOTSET	Mobile	Android Mobile	Chrome	Android	http://jyllands-posten.dk/?device=mobil	http://jyllands-posten.dk/sport/andensport/atletik/ECE9473476/verdenshistoriens-stoerste-dopingspurt/	1,0	835ec9de-987e-46f7-aae5-e8e68eea314c	NOTSET
71	10022707.0	60.191.2.105#138C7059	jplive.sport.andensport.atletik.art.9476266	sport	1311.0	9476266.0	no	open	no	60.191.2.106	Mobile	iPhone	Safari	iOS	http://jyllands-posten.dk/	http://jyllands-posten.dk/sport/andensport/atletik/ECE9476266/kenyaner-har-sat-ny-verdensrekord-i-halvmaraton/	1,0	20579111-d464-4468-8218-47ff8af7610f	NOTSET
72	10023016.0	192.38.133.210#35092A55	jplive.aarhus.sec	aarhus	1184.0	0.0	no	open	no	192.38.133.215	Mobile	Android Device	Firefox	Android	http://jyllands-posten.dk/?device=mobil	http://jyllands-posten.dk/aarhus/	1,0	b60c5b85-067f-4ea6-87f3-74adf8635581	NOTSET
73	10023100.0	659d1319-5020-9020-1070-148425027600	jplive.sport.andensport.atletik.art.9473476	sport	1311.0	9473476.0	no	open	no	NOTSET	Mobile	Android Mobile	Chrome	Android	http://jyllands-posten.dk/sport/andensport/atletik/ECE9473476/verdenshistoriens-stoerste-dopingspurt/	http://jyllands-posten.dk/sport/andensport/atletik/ECE9473476/verdenshistoriens-stoerste-dopingspurt/	1,0	835ec9de-987e-46f7-aae5-e8e68eea314c	NOTSET
74	10023724.0	202.183.195.65#0D5AD512	jplive.debat.blogs.mortenjensen.art.9476110	debat	2743.0	9476110.0	no	open	no	202.183.195.66	Tablet	iPad	Safari	iOS	http://jyllands-posten.dk/	http://jyllands-posten.dk/debat/blogs/mortenjensen/ECE9476110/hvorfor-giver-vi-venstrefloejen-hvad-de-vil-have/	1,0	7679c56b-b0aa-4e05-8288-83d494b85445	NOTSET
75	10024507.0	192.38.133.210#35092A55	jplive.aarhus.sec	aarhus	1184.0	0.0	no	open	no	192.38.133.215	Mobile	Android Device	Firefox	Android	http://jyllands-posten.dk/?device=mobil	http://jyllands-posten.dk/aarhus/	1,0	b60c5b85-067f-4ea6-87f3-74adf8635581	NOTSET
76	10026290.0	192.38.133.210#35092A55	jplive.aarhus.sec	aarhus	1184.0	0.0	no	open	no	192.38.133.215	Mobile	Android Device	Firefox	Android	http://jyllands-posten.dk/?device=mobil	http://jyllands-posten.dk/aarhus/	1,0	b60c5b85-067f-4ea6-87f3-74adf8635581	NOTSET
77	10026411.0	5.186.123.185#05239018	jplive.debat.blogs.katrineholm.art.9475673	debat	3158.0	9475673.0	no	open	no	5.186.123.184	Computer	Macintosh Desktop	Safari	Mac OS		http://jyllands-posten.dk/debat/blogs/katrineholm/ECE9475673/mens-vi-venter-paa-endnu-en-braendende-bibel/	1,0	d53bdb87-45c4-4875-ad64-f833240b62e5	NOTSET
78	1002715.0	30332f7e-8502-1801-8101-911471634442	jplive.sport.fodbold.intfodbold.art.9476846	sport	1224.0	9476846.0	no	open	no	217.63.97.69	Mobile	iPhone	Safari	iOS	http://jyllands-posten.dk/sport/fodbold/intfodbold/bundesliga/ECE9476846/thomas-delaney-scorede-hattrick-i-endnu-en-bremensejr/	http://jyllands-posten.dk/sport/fodbold/intfodbold/bundesliga/ECE9476846/thomas-delaney-scorede-hattrick-i-endnu-en-bremensejr/	1,0	43be5b23-582e-410f-8ad2-528629764610	NOTSET
79	10027311.0	b02d6f47-7021-4054-0541-490779426000	jplive.forside.sec	other	1072.0	0.0	no	open	no	NOTSET	Tablet	Android Mobile	Chrome	Android		http://jyllands-posten.dk/?device=mobil	1,0	e815b0d7-05c9-44a3-959d-5d327dc94db0	NOTSET
80	10027968.0	211.24.238.1#138C7059	jplive.nyviden.art.9476337	viden	1362.0	9476337.0	no	open	no	NOTSET	Mobile	iPhone	Safari	iOS	http://jyllands-posten.dk/	http://jyllands-posten.dk/nyviden/ECE9476337/danmarks-aeldste-kvinde-var-i-virkeligheden-en-mand/	1,0	b29da8ef-5c3d-4765-823c-08cc533273f4	NOTSET
